Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Modus_Operandi_num_code,Time_Difference_Log
1000 N  SERRANO                      AV,34.0885,-118.3064,6,678,1,25,M,W,101,400.0,IC,Violent Crimes,23.333333333333332,2020,3,5,21,5,7,0.0
1500    5TH                          AV,34.0436,-118.3225,7,769,1,0,,,101,0.0,IC,Property Crimes,19.0,2020,12,0,13,6,1,3.2188758248682006
4300 W  MARTIN LUTHER KING JR        BL,34.0163,-118.3441,3,362,1,13,M,H,720,500.0,IC,Violent Crimes,14.25,2020,2,2,30,3,8,4.976733742420574
1400 S  BURLINGTON                   AV,34.0424,-118.281,2,295,2,65,F,H,122,500.0,IC,Property Crimes,21.416666666666668,2020,7,4,24,4,5,0.0
1500 N  SERRANO                      AV,34.1,-118.3113,6,648,1,0,,,101,0.0,IC,Property Crimes,13.0,2020,11,5,19,3,1,3.8918202981106265
5700    LEXINGTON                    AV,34.0928,-118.3158,6,668,2,26,M,H,501,0.0,IC,Fraud and White-Collar Crimes,4.75,2020,6,0,15,0,2,0.0
600 N  WILTON                       PL,34.0799,-118.3181,20,2001,1,52,M,B,501,0.0,IC,Property Crimes,15.0,2020,8,2,8,5,6,5.579729825986222
600 E  83RD                         ST,33.9638,-118.2651,12,1269,1,26,F,W,101,0.0,IC,Property Crimes,23.25,2020,5,5,15,4,5,3.2188758248682006
RAYEN                        ST,34.2319,-118.4677,19,1981,1,52,F,H,102,112.0,AA,Property Crimes,13.0,2020,8,5,1,5,6,0.0
18200    KINZIE                       ST,34.2482,-118.5299,17,1767,1,0,X,X,501,0.0,IC,Property Crimes,12.0,2021,12,0,1,6,2,9.204020443231363
3900 S  BUDLONG                      AV,34.0145,-118.298,3,377,1,29,F,H,501,500.0,AA,Crimes against Public Order,17.666666666666668,2020,5,4,1,4,4,0.0
13800    CUMPSTON                     ST,34.1694,-118.4341,9,946,1,40,M,W,104,0.0,IC,Property Crimes,18.0,2020,8,0,8,5,2,3.8918202981106265
86TH                         PL,33.9594,-118.2739,18,1802,1,0,,,101,0.0,IC,Property Crimes,22.0,2020,7,5,3,4,1,3.2188758248682006
13000    CARL                         ST,34.2688,-118.4158,16,1623,2,42,F,H,502,400.0,AO,Violent Crimes,12.166666666666666,2020,6,5,6,5,4,0.0
3400    GREENWOOD                    AV,34.0083,-118.4483,14,1416,1,58,F,W,501,0.0,IC,Property Crimes,1.0,2020,3,3,9,0,2,4.290459441148391
600    SWARTHMORE                   AV,34.0402,-118.5276,8,823,2,55,M,W,501,0.0,IC,Fraud and White-Collar Crimes,14.25,2020,9,4,4,4,1,0.0
9800    AIRPORT                      BL,33.9472,-118.3909,14,1496,1,27,M,B,108,109.0,IC,Violent Crimes,0.3333333333333333,2020,5,2,27,2,6,0.0
400 N  LA CIENEGA                   BL,34.0784,-118.3766,7,711,1,45,F,A,405,0.0,IC,Property Crimes,16.0,2020,6,3,30,5,5,5.666426688112432
PICO                         BL,34.0486,-118.3347,7,765,2,19,M,H,243,511.0,AA,Violent Crimes,10.5,2020,8,1,3,0,3,3.2188758248682006
7900    SELMA                        AV,34.0999,-118.3616,6,632,2,0,F,O,502,0.0,IC,Crimes against Public Order,22.0,2020,4,2,7,1,2,3.2188758248682006
800 N  CROFT                        AV,34.0854,-118.3742,7,701,1,61,M,A,501,0.0,IC,Property Crimes,23.0,2020,3,0,2,0,4,0.0
14600    RAYEN                        ST,34.2318,-118.4503,19,1985,2,64,M,H,101,511.0,IC,Crimes against Public Order,13.916666666666666,2020,2,5,22,5,2,0.0
100 N  CENTRE                       ST,33.7433,-118.2836,5,564,2,19,F,H,501,0.0,IC,Fraud and White-Collar Crimes,12.5,2021,1,5,25,4,1,6.270988431858299
3400    MANITOU                      AV,34.072,-118.2047,4,424,1,0,,,108,0.0,IC,Property Crimes,0.016666666666666666,2020,7,1,26,6,1,3.8918202981106265
700 E  87TH                         PL,33.9584,-118.263,18,1804,1,0,,,121,0.0,IC,Property Crimes,14.0,2020,1,3,20,0,1,4.290459441148391
45TH                         ST,34.0029,-118.2732,13,1352,2,37,F,B,122,400.0,AO,Property Crimes,17.333333333333332,2020,3,2,11,2,3,0.0
7000    COLDWATER CANYON             AV,34.1936,-118.4166,15,1522,1,0,,,101,0.0,IC,Property Crimes,17.5,2020,6,0,27,5,1,3.8918202981106265
600 E  83RD                         ST,33.9637,-118.2651,12,1269,2,17,F,H,501,400.0,AO,Violent Crimes,2.0,2020,6,0,25,0,9,5.820082930352362
WILMINGTON                   ST,33.9325,-118.239,18,1837,1,0,,,101,0.0,IC,Property Crimes,19.0,2020,5,0,17,6,1,3.2188758248682006
2200    SICHEL                       ST,34.0702,-118.213,4,422,2,74,F,H,501,0.0,IC,Fraud and White-Collar Crimes,12.0,2021,3,5,2,0,1,7.998671361015776
1300 E  6TH                          ST,34.0382,-118.2356,1,159,1,0,M,W,210,0.0,IC,Property Crimes,3.5,2020,5,3,13,2,3,3.2188758248682006
FOUNTAIN,34.0944,-118.319,6,667,1,20,F,H,101,0.0,IC,Property Crimes,16.0,2020,3,4,19,3,5,3.2188758248682006
3300 S  LA CIENEGA                   BL,34.0272,-118.372,3,311,2,0,,,203,0.0,IC,Fraud and White-Collar Crimes,12.0,2020,10,0,18,4,1,6.3578422665081
S  LAKE                         ST,34.0629,-118.2741,2,245,1,29,M,O,123,0.0,IC,Property Crimes,12.5,2020,4,2,22,2,3,5.1298987149230735
300 W  ANAHEIM                      ST,33.7798,-118.2649,5,526,1,0,X,X,402,0.0,AA,Property Crimes,13.083333333333334,2020,5,2,12,1,1,5.262690188904886
100 E  36TH                         ST,34.0163,-118.2718,13,1342,1,0,,,101,0.0,IC,Property Crimes,19.0,2020,9,2,15,1,1,3.2188758248682006
1000 S  PARK VIEW                    ST,34.0533,-118.2829,2,271,1,20,F,H,502,0.0,IC,Property Crimes,22.5,2020,5,5,8,4,4,3.2188758248682006
1500    ALCAZAR                      ST,34.0635,-118.2058,4,443,2,48,M,W,213,400.0,IC,Violent Crimes,13.5,2020,8,3,20,3,2,0.0
9100    ALCOTT                       ST,34.0543,-118.39,8,857,2,42,M,W,101,0.0,IC,Other Crimes,16.0,2020,2,1,4,1,1,0.0
11000 W  PICO                         BL,34.0383,-118.4324,8,884,2,65,M,W,210,400.0,IC,Violent Crimes,13.25,2020,3,6,1,6,4,0.0
FULTON,34.1826,-118.3916,15,1525,2,65,M,W,101,0.0,AA,Fraud and White-Collar Crimes,23.5,2020,10,2,1,3,2,5.746203190540153
10400    CALIFA                       ST,34.1779,-118.3586,15,1539,2,46,M,O,501,400.0,AO,Violent Crimes,21.5,2020,11,6,20,4,4,3.8918202981106265
1700    AMELIA                       AV,33.7601,-118.3012,5,521,1,77,M,W,101,0.0,IC,Property Crimes,5.216666666666667,2020,4,0,26,6,5,3.2188758248682006
1200 W  38TH                         ST,34.0173,-118.2987,3,377,2,21,M,H,501,0.0,IC,Fraud and White-Collar Crimes,17.0,2020,12,1,8,1,3,0.0
10600    EL DORADO                    AV,34.2629,-118.4217,16,1643,2,34,F,H,501,400.0,AO,Violent Crimes,15.25,2020,12,4,11,4,4,0.0
14700    PARTHENIA                    ST,34.2282,-118.4536,19,1984,2,39,M,H,108,400.0,IC,Violent Crimes,19.25,2020,4,6,5,6,1,0.0
9100    PATRICK                      AV,34.2346,-118.4147,19,1979,1,0,,,101,0.0,IC,Property Crimes,22.25,2020,4,1,21,1,1,0.0
2100    ALTA                         ST,34.0691,-118.2038,4,424,1,0,,,101,0.0,IC,Property Crimes,22.0,2020,8,2,11,1,1,3.2188758248682006
KELVIN,34.1938,-118.5864,21,2157,2,0,M,W,210,0.0,AA,Property Crimes,2.25,2020,12,0,28,0,1,0.0
6500    DENVER                       AV,33.9806,-118.2838,12,1249,1,31,M,B,514,305.0,AA,Violent Crimes,19.25,2020,6,1,2,1,4,0.0
1900 E  112TH                        ST,33.9334,-118.2364,18,1849,2,39,F,B,501,0.0,IC,Fraud and White-Collar Crimes,7.0,2020,11,2,4,2,5,0.0
3100    OVERLAND                     AV,34.0265,-118.4184,14,1428,1,0,X,X,248,500.0,IC,Property Crimes,23.0,2020,5,6,30,5,1,3.2188758248682006
600 W  6TH                          ST,33.7388,-118.2906,5,557,1,52,F,W,108,0.0,IC,Property Crimes,15.0,2020,11,5,25,2,5,4.290459441148391
3900    ROXANNE                      AV,34.0148,-118.3487,3,362,1,26,F,B,502,0.0,IC,Property Crimes,18.0,2020,11,6,1,6,5,0.0
COLDWATER CA,34.1325,-118.3974,15,1591,2,48,M,W,122,400.0,AO,Violent Crimes,23.5,2020,7,1,2,6,3,8.354438940114811
5500    OWENSMOUTH                   AV,34.1717,-118.6018,21,2177,2,26,F,H,502,500.0,IC,Violent Crimes,21.25,2020,12,1,1,1,2,0.0
ALVARADO,34.0579,-118.2759,2,246,1,32,F,B,101,0.0,IC,Property Crimes,22.0,2020,8,0,23,6,2,3.2188758248682006
11400    MIRANDA                      ST,34.1749,-118.379,15,1535,1,0,,,108,0.0,AA,Property Crimes,1.5,2020,8,2,12,2,1,0.0
MARTIN LUTHER KING JR        BL,34.0111,-118.2827,3,378,1,29,F,H,101,400.0,IC,Property Crimes,17.5,2020,11,3,5,3,5,0.0
1800    MIRAMAR                      ST,34.063,-118.2678,2,236,1,27,F,H,101,400.0,AA,Violent Crimes,0.16666666666666666,2020,9,5,26,5,6,0.0
18000    LAKE ENCINO                  DR,34.1449,-118.5252,10,1094,2,82,M,W,501,0.0,IC,Fraud and White-Collar Crimes,0.08333333333333333,2020,10,4,29,5,4,7.050122520269059
12200    HART                         ST,34.1976,-118.3976,15,1503,2,35,F,O,122,0.0,IC,Property Crimes,22.0,2020,10,3,20,1,2,3.8918202981106265
4500 S  HOOVER                       ST,33.9995,-118.2893,12,1207,2,26,F,H,502,400.0,IC,Violent Crimes,21.5,2020,10,6,11,6,5,0.0
6400    VAN NUYS                     BL,34.1867,-118.4487,9,926,1,0,M,X,406,0.0,AA,Property Crimes,17.5,2020,6,0,1,0,2,0.0
18500    CLARK                        ST,34.1704,-118.536,10,1063,2,56,F,W,501,0.0,IC,Crimes against Public Order,17.0,2020,4,1,28,1,4,0.0
1000 W  39TH                         PL,34.0142,-118.2921,3,379,2,28,F,B,501,400.0,IC,Violent Crimes,22.0,2020,8,4,21,4,6,0.0
200 S  KENMORE                      AV,34.0709,-118.2985,20,2016,1,42,F,H,102,223.0,IC,Violent Crimes,14.166666666666666,2020,8,6,9,6,4,0.0
1400 S  FAIRFAX                      AV,34.0515,-118.3667,7,763,1,0,M,O,203,0.0,IC,Property Crimes,20.65,2020,1,5,25,5,3,0.0
700    CRENSHAW                     BL,34.0606,-118.3197,7,749,1,0,,,108,0.0,IC,Property Crimes,3.0,2020,10,0,12,0,1,0.0
S  WESTLAKE                     AV,34.0634,-118.2705,2,236,1,36,M,K,504,0.0,IC,Property Crimes,11.333333333333334,2020,2,0,31,4,2,5.484796933490655
4600    COLISEUM                     ST,34.017,-118.3471,3,362,2,34,M,W,502,400.0,IC,Violent Crimes,13.5,2020,5,0,25,0,4,0.0
SATICOY,34.2074,-118.4182,15,1501,2,22,F,H,101,400.0,AO,Violent Crimes,2.5,2020,9,3,17,3,2,0.0
900 S  CITRUS                       AV,34.0588,-118.3406,7,747,1,37,M,W,501,0.0,IC,Property Crimes,12.666666666666666,2020,4,1,20,0,2,3.2188758248682006
GRAND,34.0401,-118.2633,1,182,1,25,M,W,101,0.0,IC,Property Crimes,9.5,2021,1,5,22,0,7,8.548885638148727
1700 W  22ND                         ST,34.0363,-118.2991,3,317,1,0,,,101,0.0,IC,Property Crimes,20.0,2020,6,0,28,6,1,3.2188758248682006
1700    ORCHID                       AV,34.103,-118.3402,6,645,1,-2,X,X,203,500.0,IC,Property Crimes,4.5,2023,6,4,31,6,4,10.178426272278042
400 E  WASHINGTON                   BL,34.0289,-118.2602,13,1313,2,65,M,H,210,400.0,IC,Violent Crimes,15.416666666666666,2020,1,3,2,3,3,0.0
4000 N  LANKERSHIM                   BL,34.1413,-118.361,15,1586,2,44,M,H,102,511.0,AA,Crimes against Public Order,20.5,2020,9,1,1,1,7,0.0
100 E  8TH                          ST,34.0423,-118.2527,1,174,2,0,M,O,702,0.0,IC,Property Crimes,10.666666666666666,2020,10,4,2,4,1,0.0
6900    KESTER                       AV,34.196,-118.4575,9,914,1,37,M,H,108,0.0,AO,Property Crimes,23.0,2020,8,0,22,5,3,3.8918202981106265
600 S  SPRING                       ST,34.046,-118.2509,1,164,1,25,M,O,203,0.0,IC,Property Crimes,11.0,2020,5,5,29,4,6,3.2188758248682006
600 S  WESTERN                      AV,34.0655,-118.3114,20,2022,1,32,M,A,108,0.0,IC,Property Crimes,19.0,2020,2,5,7,4,1,5.262690188904886
800 S  WESTLAKE                     AV,34.0544,-118.2767,2,265,2,34,M,H,119,400.0,IC,Violent Crimes,20.233333333333334,2020,2,3,27,3,4,0.0
3200    LARGA                        AV,34.1123,-118.2536,11,1133,2,84,M,W,501,0.0,IC,Fraud and White-Collar Crimes,12.0,2020,2,5,13,3,2,5.37989735354046
9900 S  SAN PEDRO                    ST,33.9456,-118.2695,18,1823,1,59,F,B,502,106.0,IC,Crimes against Public Order,18.5,2020,11,4,20,4,4,0.0
200    MARKET                       ST,33.9888,-118.4716,14,1431,1,29,M,W,502,204.0,AA,Crimes against Public Order,22.75,2020,5,2,13,2,7,0.0
900 N  ALAMEDA                      ST,34.0615,-118.2412,1,111,1,0,M,W,301,400.0,AA,Property Crimes,17.5,2020,2,1,24,0,7,3.2188758248682006
24900 S  AVALON                       BL,33.8001,-118.2639,5,518,2,0,M,O,708,0.0,AA,Crimes against Public Order,9.5,2020,6,6,7,6,2,0.0
600 S  SAN PEDRO                    ST,34.0421,-118.2469,1,166,1,67,F,B,501,0.0,IC,Property Crimes,12.0,2020,7,2,12,6,5,7.860570785538664
2600 W  17TH                         ST,34.0418,-118.3177,7,779,1,29,M,W,121,0.0,IC,Property Crimes,9.083333333333334,2020,5,0,4,0,1,5.1298987149230735
2500    SAWTELLE                     BL,34.0334,-118.4371,8,892,1,26,F,B,120,0.0,IC,Property Crimes,12.5,2020,11,5,2,0,6,4.795790545596741
200    WORLD                        WY,33.9449,-118.4059,14,1494,2,42,M,H,102,0.0,IC,Property Crimes,5.1,2020,4,2,29,2,3,0.0
18500    SHERMAN                      WY,34.2012,-118.5392,10,1012,1,38,M,H,101,500.0,IC,Violent Crimes,13.5,2020,8,0,10,0,4,0.0
22900    DOLOROSA                     ST,34.1701,-118.6255,21,2173,2,64,F,O,501,0.0,IC,Fraud and White-Collar Crimes,12.5,2020,9,2,2,2,2,0.0
W  JEFFERSON                    BL,34.0256,-118.3177,3,336,1,28,F,H,102,0.0,IC,Property Crimes,12.0,2020,4,5,26,3,4,5.953243334287785
GLENDALE,34.0962,-118.2592,11,1145,1,32,M,W,101,0.0,IC,Property Crimes,20.0,2020,3,5,20,3,1,5.953243334287785
39TH                         ST,34.0146,-118.313,3,375,2,19,X,X,101,0.0,IC,Crimes against Public Order,3.1666666666666665,2020,5,0,18,0,2,0.0
VERMONT                      AV,34.0763,-118.2917,20,2015,1,0,X,X,101,0.0,AO,Property Crimes,22.0,2020,6,6,28,6,3,0.0
MIDVALE                      AV,34.0548,-118.4426,8,833,1,19,M,H,707,0.0,IC,Property Crimes,21.5,2020,5,1,11,0,2,3.2188758248682006
1400 W  53RD                         ST,33.9941,-118.3002,12,1215,2,29,F,B,501,0.0,IC,Fraud and White-Collar Crimes,8.0,2020,11,0,1,6,4,5.8888779583328805
EUBANK,33.7958,-118.2565,5,519,1,0,X,X,101,0.0,IC,Property Crimes,17.0,2020,1,3,9,3,3,0.0
GATEWAY                      AV,34.0551,-118.233,1,119,2,0,M,H,834,500.0,AA,Violent Crimes,16.75,2020,2,3,27,3,10,0.0
VENICE                       BL,34.0129,-118.4172,14,1437,1,34,M,W,401,0.0,IC,Property Crimes,23.0,2020,3,6,22,5,1,5.8888779583328805
S  WESTERN                      AV,34.0559,-118.3091,20,2033,1,23,F,K,108,0.0,IC,Property Crimes,13.083333333333334,2020,3,2,18,2,1,0.0
4600 W  MARTIN LUTHER KING JR        BL,34.0195,-118.3489,3,362,2,64,F,B,602,0.0,IC,Fraud and White-Collar Crimes,9.0,2020,7,3,20,2,4,7.221835825288449
5000    COLISEUM                     ST,34.0183,-118.3536,3,361,2,72,M,H,502,0.0,IC,Fraud and White-Collar Crimes,9.0,2023,1,1,1,2,1,10.19200677448047
6400    SELMA                        AV,34.0998,-118.33,6,646,2,25,F,W,102,400.0,IC,Violent Crimes,2.1666666666666665,2020,9,4,4,4,4,0.0
3500    GREENWOOD                    AV,34.0059,-118.447,14,1434,2,39,M,W,501,0.0,IC,Property Crimes,7.5,2020,3,5,28,5,2,0.0
1400 W  37TH                         PL,34.02,-118.3029,3,356,1,30,M,B,501,311.0,AO,Violent Crimes,21.0,2020,7,3,8,2,6,3.2188758248682006
300 E  AVENUE 26,34.0765,-118.2131,4,415,2,0,F,H,501,400.0,IC,Violent Crimes,1.0,2020,6,3,4,3,3,0.0
8300    LINCOLN                      BL,33.9622,-118.4213,14,1474,1,0,X,X,108,515.0,AO,Property Crimes,13.5,2020,5,4,8,4,4,0.0
8700    PERSHING                     DR,33.9547,-118.4413,14,1483,1,46,F,W,502,500.0,IC,Property Crimes,20.0,2020,1,2,12,6,3,4.290459441148391
5400 N  SEPULVEDA                    BL,34.1685,-118.4662,9,952,1,58,M,W,502,0.0,IC,Property Crimes,2.6666666666666665,2020,5,4,27,0,2,4.574710978503383
1400 S  BEDFORD                      ST,34.0537,-118.3806,8,859,1,0,,,108,0.0,IC,Property Crimes,14.5,2020,7,2,21,1,1,3.2188758248682006
500 S  SPRING                       ST,34.0468,-118.2502,1,154,2,30,F,B,502,0.0,IC,Crimes against Public Order,8.0,2020,12,1,22,1,2,0.0
VENTURA,34.1436,-118.3953,15,1591,1,39,M,H,123,0.0,IC,Property Crimes,17.25,2020,11,2,17,1,2,3.2188758248682006
8600    LA TIJERA                    BL,33.9596,-118.3917,14,1487,2,0,X,X,108,0.0,IC,Property Crimes,11.133333333333333,2020,10,5,31,5,1,0.0
7800 N  LANKERSHIM                   BL,34.2166,-118.3919,16,1684,1,43,M,H,101,305.0,IC,Violent Crimes,12.0,2020,9,1,22,1,7,0.0
LASSEN                       ST,34.25,-118.5233,17,1774,1,0,,,101,0.0,IC,Property Crimes,13.0,2020,4,0,18,5,1,3.8918202981106265
1900 S  GARTH                        AV,34.0407,-118.3791,8,889,1,64,F,O,502,0.0,IC,Property Crimes,12.5,2020,12,0,14,0,4,0.0
800 E  29TH                         ST,34.0181,-118.2612,13,1333,1,0,,,101,0.0,IC,Property Crimes,18.0,2020,6,3,29,4,1,5.746203190540153
7500    SHIRLEY                      AV,34.2066,-118.5579,10,1011,1,0,,,101,0.0,IC,Property Crimes,12.0,2020,2,6,9,6,1,5.1298987149230735
4700    BEN                          AV,34.1558,-118.3943,15,1553,1,33,M,W,101,0.0,IC,Property Crimes,17.0,2020,6,3,23,1,3,3.8918202981106265
43RD                         ST,34.005,-118.2392,13,1347,2,0,M,H,122,400.0,AA,Property Crimes,16.666666666666668,2020,3,6,8,6,3,0.0
600    WORLD WAY                    WY,33.942,-118.4095,14,1494,2,25,M,O,212,511.0,IC,Crimes against Public Order,14.0,2020,4,4,17,4,1,0.0
5100 S  VAN NESS                     AV,33.9993,-118.3244,3,392,2,7,F,H,501,400.0,IC,Crimes against Persons,9.0,2020,12,0,10,3,5,5.579729825986222
300 E  12TH                         ST,34.0363,-118.2573,1,185,1,40,F,H,102,512.0,IC,Violent Crimes,15.0,2020,5,0,23,5,2,3.8918202981106265
9000    SEPULVEDA                    BL,34.2337,-118.4676,19,1972,1,27,F,H,210,0.0,IC,Property Crimes,11.333333333333334,2020,1,4,31,4,1,0.0
HILL                         ST,34.0402,-118.2598,1,185,1,31,M,B,101,0.0,IC,Property Crimes,21.333333333333332,2020,9,0,28,4,5,6.013715156042802
22000    VANOWEN                      ST,34.1938,-118.6059,21,2145,1,35,M,X,301,307.0,IC,Property Crimes,3.1666666666666665,2020,5,3,28,3,4,0.0
4500    RODEO                        LN,34.0203,-118.3467,3,362,2,70,F,W,502,400.0,AA,Violent Crimes,11.0,2020,12,2,14,0,6,5.953243334287785
PICO                         BL,34.0486,-118.3347,7,765,2,19,M,O,243,511.0,AA,Violent Crimes,10.5,2020,8,1,3,0,3,3.2188758248682006
1600 N  CHEROKEE                     AV,34.0997,-118.335,6,646,2,30,F,H,502,0.0,IC,Crimes against Public Order,0.016666666666666666,2020,3,6,15,6,2,0.0
800 W  84TH                         ST,33.9624,-118.2907,12,1267,2,49,F,H,501,400.0,IC,Violent Crimes,10.5,2020,7,2,8,2,5,0.0
11200    TAMPA                        AV,34.2866,-118.5754,17,1701,1,66,M,W,406,0.0,IC,Property Crimes,16.0,2020,7,0,13,0,4,0.0
100 N  MOUNTAIN VIEW                AV,34.0663,-118.2694,2,236,1,36,M,W,501,0.0,IC,Property Crimes,18.5,2020,8,2,26,2,2,0.0
700 S  FIGUEROA                     ST,34.0483,-118.2631,1,161,1,28,M,H,404,0.0,IC,Property Crimes,15.5,2020,8,1,4,1,1,5.1298987149230735
6400    YUCCA                        ST,34.104,-118.3297,6,636,1,36,F,W,502,0.0,IC,Property Crimes,13.0,2020,2,2,18,1,4,5.262690188904886
12800    MOORPARK                     ST,34.1533,-118.4058,15,1562,1,60,M,O,502,0.0,AA,Property Crimes,3.9166666666666665,2020,8,2,19,2,7,0.0
3900    INGLEWOOD                    BL,34.0037,-118.427,14,1446,1,53,M,H,501,109.0,AA,Violent Crimes,12.333333333333334,2020,8,1,11,1,9,0.0
14200 S  VERMONT                      AV,33.9026,-118.2916,18,1871,2,0,X,X,122,0.0,IC,Property Crimes,12.0,2020,7,0,13,0,3,0.0
6TH                          ST,34.0635,-118.3104,20,2022,1,26,M,H,102,204.0,IC,Crimes against Public Order,14.333333333333334,2020,9,0,28,0,4,0.0
11200    SANTA MONICA                 BL,34.0452,-118.453,8,853,2,40,M,H,203,500.0,IC,Violent Crimes,18.916666666666668,2020,4,1,7,1,1,0.0
19200 W  VENTURA                      BL,34.1726,-118.5516,10,1061,1,0,,,101,0.0,IC,Property Crimes,14.5,2020,7,4,3,2,1,6.963189985870238
1000    INGRAHAM                     ST,34.0515,-118.2615,2,249,1,24,F,O,123,0.0,IC,Property Crimes,12.0,2020,4,0,26,6,5,3.2188758248682006
700 S  BROADWAY,34.0452,-118.2534,1,163,2,48,M,H,102,400.0,AO,Violent Crimes,17.916666666666668,2020,1,2,22,2,3,0.0
8500    BEVERLY                      BL,34.0761,-118.3766,7,721,1,35,M,W,416,0.0,IC,Property Crimes,17.35,2020,1,3,15,2,1,3.2188758248682006
22100    CLARENDON                    ST,34.1697,-118.608,21,2185,1,0,,,108,0.0,AO,Property Crimes,23.0,2020,11,3,4,2,1,3.2188758248682006
8500    VAN NUYS                     BL,34.225,-118.4488,19,1985,2,44,M,X,108,0.0,AO,Fraud and White-Collar Crimes,16.45,2020,11,3,6,0,1,8.603187384583098
3700    HELLMAN                      AV,34.088,-118.1851,4,407,1,0,,,101,0.0,IC,Property Crimes,17.5,2020,2,2,19,2,1,0.0
11300    BESSEMER                     ST,34.1803,-118.379,15,1527,2,27,F,H,501,0.0,IC,Property Crimes,4.0,2020,11,5,7,5,1,0.0
17100    ROSCOE                       BL,34.2214,-118.5055,17,1795,1,55,F,H,501,0.0,IC,Property Crimes,22.0,2020,10,1,2,4,2,4.574710978503383
7900    WOODMAN                      AV,34.2145,-118.4311,19,1999,2,25,M,O,502,0.0,IC,Fraud and White-Collar Crimes,11.5,2020,4,3,23,3,1,0.0
LARGA,34.1111,-118.2522,11,1133,2,62,M,W,101,0.0,AA,Property Crimes,10.25,2020,7,3,15,2,2,3.2188758248682006
8400    GLENOAKS                     BL,34.2268,-118.3631,16,1676,1,0,,,101,0.0,IC,Property Crimes,18.0,2020,3,1,16,0,1,3.2188758248682006
5600    HOOPER                       AV,33.9921,-118.2521,13,1375,2,32,F,H,501,400.0,AO,Violent Crimes,2.0833333333333335,2020,5,5,23,5,4,0.0
