Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Time_Difference_Log
2600 S  REDONDO                      BL,34.0301,-118.3573,3,312,2,1218 0416 0913 0557,30,F,H,502,400.0,IC,1,58.6975,2020,8,2,19,2,0.0
1400 E  53RD                         ST,33.9994,-118.2499,13,1365,1,0913 2000 0416 0408 1402,35,F,H,501,400.0,AO,1,34.45,2020,1,6,19,6,0.0
700 N  OXFORD                       AV,34.0835,-118.3077,6,678,1,0334 1822 2021 1300 1309,48,M,H,101,102.0,IC,2,27.6925,2020,10,5,3,5,0.0
5100    COLISEUM                     ST,34.0183,-118.3569,3,341,2,0329 2004,19,X,X,723,0.0,AA,0,21.6505,2020,5,1,19,1,0.0
8000    VINELAND                     AV,34.2157,-118.3703,16,1687,2,1822 0419 0416 0429,42,F,H,251,400.0,IC,1,40.1475,2020,12,3,3,3,0.0
3000 E  11TH                         ST,34.021,-118.2145,4,497,1,0325 1822,0,X,X,203,0.0,IC,0,8.8775,2020,4,5,25,5,0.0
1300 S  FIGUEROA                     ST,34.0407,-118.268,1,192,2,0416 1266 1822 0447 0319,39,F,H,102,400.0,IC,1,27.825,2020,3,1,10,1,0.0
10700    AVALON                       BL,33.9385,-118.2652,18,1834,2,1202 0325 1822 0216 0104 0421,65,M,B,402,511.0,IC,2,29.415,2020,11,1,3,1,0.0
FLORENCE                     AV,33.9747,-118.2827,12,1249,1,0400 0416 0344 1310 0913 1817,26,F,B,108,400.0,IC,0,21.2,2020,8,1,7,4,4.574710978503383
3400    MILITARY                     AV,34.0228,-118.4208,14,1428,1,1606 0344 1300,22,F,W,707,0.0,IC,0,58.3,2020,2,5,7,4,3.2188758248682006
500 S  HILL                         ST,34.0486,-118.2519,1,153,1,1822,0,F,X,602,504.0,IC,0,40.015,2020,12,2,23,2,0.0
200 S  RAMPART                      BL,34.0685,-118.2775,2,233,1,,0,,,101,0.0,IC,0,32.9925,2020,4,2,8,2,0.0
VANOWEN,34.1939,-118.4378,9,926,1,0344 0416 0355 0446 0417 0419 1822,25,F,H,102,302.0,IC,0,5.83,2020,1,3,16,3,0.0
01500 E  92ND                         ST,33.9533,-118.2475,18,1826,1,,0,X,X,502,506.0,IC,0,21.253,2020,6,5,23,1,4.574710978503383
1200 W  57TH                         ST,33.9909,-118.3002,12,1215,1,0913 0400 0302,0,X,X,101,500.0,AA,1,48.495000000000005,2020,7,1,14,1,0.0
200    WORLD                        WY,33.9449,-118.4059,14,1494,1,344,56,M,W,212,0.0,AA,0,47.7,2020,1,3,16,3,0.0
2000 E  CESAR E CHAVEZ               AV,34.0492,-118.2131,4,463,2,0329 0311 1309,0,M,W,203,0.0,AO,0,27.295,2020,12,0,7,0,0.0
2400    PACIFIC                      AV,33.9834,-118.4688,14,1441,1,,0,,,101,0.0,AA,0,60.95,2020,7,4,9,3,3.2188758248682006
400 S  PACIFIC                      AV,33.7412,-118.2924,5,557,2,1814 0432 0444 0913 1218 1243 2000 2004,25,F,H,505,400.0,IC,1,21.2,2020,2,5,22,5,0.0
8300    DENISE                       LN,34.2196,-118.631,21,2102,1,,0,,,104,0.0,AA,0,58.3,2020,12,1,14,0,3.2188758248682006
10600    TUJUNGA CANYON               BL,34.2618,-118.2937,16,1638,1,0416 0913,35,M,W,101,500.0,AA,1,29.15,2020,9,3,3,3,0.0
6900    GROSS                        AV,34.1941,-118.6402,21,2142,2,917,59,F,W,501,0.0,IC,3,18.55,2020,11,6,1,6,0.0
800 W  41ST                         ST,34.0092,-118.29,3,396,1,,0,,,101,0.0,IC,0,60.95,2020,6,0,28,6,3.2188758248682006
9500    BARTEE                       AV,34.2433,-118.4245,19,1969,1,,0,,,101,0.0,IC,0,45.05,2020,12,5,4,4,5.262690188904886
100 S  OCCIDENTAL                   BL,34.0721,-118.2818,2,231,2,0100 1822 0929,53,M,A,750,0.0,IC,3,21.995,2020,9,6,23,6,6.22455842927536
100    WORLD WAY                    WY,33.942,-118.4095,14,1494,2,2004,0,X,X,212,0.0,IC,2,61.745000000000005,2020,5,1,26,1,0.0
HUGHES,34.0234,-118.3989,14,1407,1,0344 1300 1402 2004,73,M,W,101,0.0,AA,0,48.23,2020,5,5,16,5,0.0
4300    PROSPECT                     AV,34.1053,-118.2785,11,1143,1,,0,,,104,0.0,IC,0,26.5,2020,11,0,17,1,5.746203190540153
4800 W  PICO                         BL,34.0483,-118.3409,7,765,1,325,0,X,X,203,0.0,IC,0,30.475,2020,3,1,24,1,0.0
7000 W  SUNSET                       BL,34.098,-118.342,6,645,1,1822 0400 0416 0429,43,M,H,401,400.0,IC,1,46.11,2020,8,0,3,0,0.0
6600    VAN NUYS                     BL,34.1903,-118.4574,9,923,2,0329 1300,40,M,H,108,312.0,AA,0,55.65,2020,6,3,10,2,3.2188758248682006
1700    LUCRETIA                     AV,34.0833,-118.2538,11,1184,1,0344 1302,41,M,W,121,0.0,IC,0,10.9975,2021,1,4,31,3,3.2188758248682006
8800    TAMPA                        AV,34.2299,-118.5536,17,1793,1,0377 0344,43,F,W,410,0.0,IC,0,40.545,2020,3,1,17,1,0.0
6200    4TH                          AV,33.9837,-118.3216,12,1242,2,0100 0917 1822,37,M,H,501,0.0,IC,3,16.8275,2023,2,0,27,0,10.205405315014563
14500    LYLE                         ST,34.3061,-118.4496,19,1915,1,385,43,M,H,101,0.0,AO,0,55.65,2020,2,0,7,4,5.484796933490655
5600    VAN NUYS                     BL,34.1747,-118.4442,9,943,1,0344 0358 1414 1420 1609,30,M,H,210,0.0,IC,0,62.1425,2020,4,0,18,5,3.8918202981106265
WASHINGTON                   BL,34.0427,-118.3423,7,775,2,0416 1814 2000 2004,38,F,B,101,0.0,AO,1,53.53,2020,7,4,31,4,0.0
7500    SIMPSON                      AV,34.2067,-118.3891,15,1504,2,0416 0444,46,F,H,502,400.0,JO,1,61.745000000000005,2020,2,6,15,5,3.2188758248682006
12700    BRANFORD                     ST,34.2455,-118.4177,16,1651,2,1202 1601 0416 0562 0344,69,F,B,502,305.0,AA,1,53.0,2020,9,0,28,0,0.0
1900    ROSALIA                      RD,34.1054,-118.2863,11,1142,1,334,57,F,W,502,102.0,AO,2,35.245000000000005,2020,9,6,6,6,0.0
WESTERN                      AV,34.073,-118.3091,20,2011,1,1202 1822 0919 1300 0334 0342 0432 0443,60,M,W,101,102.0,IC,2,34.715,2020,12,4,11,4,0.0
7500 N  SEPULVEDA                    BL,34.2066,-118.4662,9,904,2,2000 1813 0416 0913,23,F,W,502,400.0,AA,1,38.372,2020,10,1,27,1,0.0
5800    BENNER                       ST,34.1074,-118.1902,11,1139,1,1300 0344,43,M,W,707,0.0,IC,0,45.05,2020,5,3,1,4,6.175867270105761
1600 S  SAN PEDRO                    ST,34.0293,-118.2563,13,1313,1,344,0,X,X,704,0.0,IC,0,37.1,2020,11,4,10,1,4.290459441148391
11500    GRAPE                        ST,33.9294,-118.2364,18,1849,2,0100 1822 0928,27,F,B,501,0.0,IC,3,31.826500000000003,2021,6,1,1,2,9.232590980911002
SANFORD                      AV,33.7791,-118.2506,5,529,1,,0,,,101,0.0,IC,0,47.7,2020,11,6,30,4,3.8918202981106265
UNION,34.0416,-118.2791,2,299,2,1310 0447 2004,26,F,H,101,500.0,IC,1,29.5475,2020,4,1,14,1,0.0
800 N  KINGSLEY                     DR,34.0849,-118.3028,6,678,2,0421 0913 1810,28,F,B,502,511.0,AA,2,53.0,2020,5,1,26,1,0.0
4400    BERENICE                     AV,34.092,-118.2028,4,402,2,2038,24,F,H,101,0.0,AA,2,21.2,2020,12,0,21,0,0.0
HIGHLAND,34.1016,-118.3387,6,645,1,0344 0416 0913,25,F,W,101,400.0,IC,0,7.95,2020,5,4,15,4,0.0
14600    VENTURA                      BL,34.1547,-118.453,9,974,2,1501,0,X,X,207,0.0,IC,5,53.795,2020,3,2,6,4,5.666426688112432
1500 W  WASHINGTON                   BL,34.04,-118.2906,20,2099,1,,0,,,101,0.0,IC,0,21.5975,2020,10,6,11,6,0.0
LA BREA,34.098,-118.3441,6,645,2,0421 1822,23,M,W,102,511.0,IC,2,24.38,2020,6,1,16,1,0.0
10200 W  RIVERSIDE                    DR,34.1522,-118.3534,15,1569,1,,0,,,101,0.0,IC,0,38.16,2020,11,4,6,4,0.0
200 N  MOUNTAIN VIEW                AV,34.0676,-118.2685,2,236,2,0329 1307,51,F,H,122,0.0,IC,0,45.05,2020,2,1,23,6,3.8918202981106265
43RD                         PL,34.0048,-118.2609,13,1353,1,,0,,,101,0.0,IC,0,37.1,2020,1,6,17,4,3.8918202981106265
1600 W  LOMITA                       BL,33.7978,-118.3048,5,509,2,0913 2000 2038 1814 1309,32,F,H,502,0.0,AA,2,13.25,2020,11,1,16,0,3.2188758248682006
5500    GEER                         ST,34.0301,-118.3636,3,311,1,,0,,,101,0.0,IC,0,53.0,2020,8,0,2,6,3.2188758248682006
11300    MAGNOLIA                     BL,34.1649,-118.378,15,1555,1,1402 2004 1822 1266 0445 0334 0400,33,M,H,108,500.0,AO,1,57.1075,2020,7,5,11,5,0.0
2400    VALENTINE                    ST,34.0927,-118.2458,11,1174,1,,0,,,104,0.0,AO,0,47.7,2020,12,3,21,0,4.290459441148391
1700    BEVERLY                      BL,34.0647,-118.2657,2,236,2,0416 0446 1822 0202,51,M,H,108,400.0,IC,1,37.629999999999995,2020,3,6,22,6,0.0
600 S  MC CADDEN                    PL,34.0649,-118.3372,7,738,1,1822 1501,26,M,H,720,0.0,IC,0,40.545,2020,5,0,1,4,4.290459441148391
10900    MORRISON                     ST,34.1608,-118.3703,15,1557,1,,0,,,123,0.0,IC,0,2.65,2020,8,2,19,2,0.0
700 W  57TH                         ST,33.9905,-118.2856,12,1218,1,1402 0334 0400 0416 0913,52,M,B,501,205.0,AA,2,61.745000000000005,2020,3,0,30,0,0.0
10700    HAYVENHURST                  AV,34.2647,-118.4935,17,1737,2,1202 2002 0329,79,M,H,501,500.0,IC,0,5.3,2020,11,2,25,2,0.0
2200 E  97TH                         ST,33.9483,-118.2329,18,1829,2,0329 1307,29,F,B,101,0.0,IC,0,18.55,2020,12,0,13,6,3.2188758248682006
11800    TIARA                        ST,34.1762,-118.3897,15,1525,1,1300 0344 0385,27,M,W,101,0.0,IC,0,37.1,2020,8,5,6,3,3.8918202981106265
800 W  129TH                        ST,33.9154,-118.2894,18,1851,1,,0,,,101,0.0,IC,0,58.3,2020,4,3,5,6,5.579729825986222
6600    TOPANGA CANYON               BL,34.1904,-118.6059,21,2156,1,325,55,M,X,404,0.0,IC,0,34.98,2020,11,0,9,0,0.0
18000    SCHOENBORN                   ST,34.2219,-118.5251,17,1795,2,701,18,M,H,502,0.0,AO,3,29.15,2020,7,2,1,2,0.0
2400 W  RIVERSIDE                    DR,34.1049,-118.2545,11,1145,1,0342 0334 0432 1309 0337 0202 0326 0209 0302,35,M,H,102,103.0,IC,0,62.1425,2020,6,6,14,6,0.0
2700 N  VERMONT                      AV,34.1177,-118.2928,11,1101,2,329,0,X,X,109,0.0,IC,0,3.4450000000000003,2020,9,5,19,5,0.0
600 W  FLORENCE                     AV,33.9747,-118.2838,12,1256,2,1212 0319 0400 0416 0446 1822 2003 1402,0,X,X,502,400.0,IC,1,35.6425,2020,1,2,29,2,0.0
10900    BLUFFSIDE                    DR,34.1414,-118.3686,15,1585,1,344,26,M,O,101,0.0,IC,0,29.15,2020,6,5,13,5,0.0
100 W  54TH                         ST,33.9933,-118.2743,13,1371,2,100,20,F,J,750,0.0,IC,3,5.3,2021,2,5,24,3,7.353081920515432
5600    PACKARD                      ST,34.0518,-118.3583,7,753,2,0344 0421,49,M,W,501,511.0,AO,2,60.95,2020,6,3,20,5,4.795790545596741
2300 S  FAIRFAX                      AV,34.0371,-118.3687,7,782,1,0344 1300,0,M,O,101,0.0,IC,0,26.5,2020,9,3,10,3,0.0
STANFORD,34.025,-118.2567,13,1313,1,,0,,,101,0.0,IC,0,13.25,2020,5,6,15,4,3.8918202981106265
2200 N  FIGUEROA                     ST,34.0827,-118.2239,11,1189,1,0344 1822 1218,23,M,O,210,0.0,IC,0,14.31,2020,5,6,31,6,0.0
5TH                          ST,34.0488,-118.2518,1,153,1,,0,,,101,0.0,IC,0,47.7,2020,11,4,13,4,0.0
8800    BEACHY                       AV,34.2293,-118.4176,19,1988,1,1202 0385,67,F,O,101,0.0,IC,0,47.7,2020,3,5,5,3,3.8918202981106265
5800    HAROLD                       WY,34.0993,-118.316,6,647,1,2000 1813 1814 0400 0421 0448 1821 0906 1816 0913,29,F,H,502,102.0,AA,1,29.15,2020,5,0,25,0,0.0
21100    STANWELL                     ST,34.2617,-118.5939,17,1723,1,0321 0344,0,F,H,108,0.0,IC,0,56.44499999999999,2020,3,3,25,2,3.2188758248682006
1300    WATERLOO                     ST,34.0804,-118.2658,11,1181,1,,0,,,101,0.0,AO,0,50.35,2020,8,4,27,3,3.2188758248682006
14600 W  VENTURA                      BL,34.1547,-118.453,9,974,1,0302 1822 0334 0605 2033,56,M,B,101,103.0,IC,1,53.0,2020,8,1,4,1,0.0
3100    WILSHIRE                     BL,34.0618,-118.2891,20,2038,1,0344 1822 0342 0416 2002 0371 0906,18,M,H,116,212.0,IC,0,61.480000000000004,2020,5,4,22,4,0.0
CARLOS                       AV,34.1028,-118.3239,6,637,2,,0,,,101,0.0,IC,3,37.4975,2020,5,0,16,3,6.842683282238422
ELYSIAN PARK,34.0747,-118.2402,11,1195,1,,0,,,101,0.0,IC,0,21.995,2020,2,0,14,4,4.290459441148391
800    FIGUEROA                     ST,33.7791,-118.2795,5,514,2,1501 2004,0,X,X,107,0.0,AA,2,29.15,2020,6,4,19,4,0.0
2900 S  LA BREA                      AV,34.0289,-118.3563,3,312,2,0319 0448 0419 0913 0446 0561 0416,48,F,H,501,400.0,IC,1,45.05,2020,6,2,10,2,0.0
16700    NICKLAUS                     DR,34.3239,-118.495,19,1901,2,1906 0500,59,F,W,501,0.0,IC,2,53.397499999999994,2020,7,6,24,4,3.8918202981106265
15300    ROSCOE                       BL,34.2249,-118.4637,19,1983,1,344,50,M,H,108,0.0,IC,0,21.5975,2020,2,0,10,0,0.0
3300 S  MAIN                         ST,34.0194,-118.2722,13,1331,2,2038 2004,32,F,H,102,0.0,AO,2,21.465,2020,2,1,4,1,0.0
7200    WOODMAN                      AV,34.2012,-118.4313,9,909,1,0344 1609,34,M,O,101,0.0,IC,0,23.85,2020,1,5,23,3,3.8918202981106265
5300    LANKERSHIM                   BL,34.167,-118.3759,15,1548,1,0910 0344 1238,43,M,B,913,0.0,IC,0,0.9275,2020,2,5,29,5,0.0
8700    WILBUR                       AV,34.2283,-118.5448,17,1794,1,2004 1218 0447 0913 1817 0334 0450 1100 0906,49,M,H,809,101.0,IC,1,29.15,2020,8,2,11,1,3.2188758248682006
13500    PAXTON                       ST,34.2734,-118.4267,16,1612,1,0344 0325,36,M,H,243,0.0,IC,0,48.495000000000005,2020,1,1,27,0,3.2188758248682006
1000    MAPLE                        AV,34.0388,-118.2574,1,185,1,1822 2032 0344 0917,55,F,V,203,0.0,IC,0,35.6425,2020,11,0,16,0,0.0
20200 W  VENTURA                      BL,34.1702,-118.5729,21,2189,2,0529 1259,16,F,H,102,0.0,IC,2,51.41,2020,6,0,19,4,4.290459441148391
1100    LOGAN                        ST,34.0754,-118.2595,2,218,1,0344 1307 1609 0377,27,F,H,108,0.0,IC,0,53.0,2020,9,4,9,2,3.8918202981106265
6000    FAYETTE                      ST,34.1191,-118.1874,11,1127,1,0561 0913 0443,55,M,B,502,205.0,AO,1,29.282500000000002,2020,6,5,6,5,0.0
2300    BAXTER                       ST,34.0938,-118.2603,11,1172,1,2004,44,M,W,501,0.0,AO,0,24.645000000000003,2020,1,3,16,3,0.0
24900    FRAMPTON                     AV,33.7983,-118.2992,5,509,1,,0,,,108,0.0,IC,0,34.45,2020,11,2,4,2,0.0
SEWARD,34.0944,-118.3332,6,663,2,1300 1307 0329 1822,44,F,H,101,0.0,IC,0,50.456,2020,10,0,17,5,3.8918202981106265
6TH,34.0412,-118.2436,1,157,2,2021 1814 1414 0416 2000,52,M,B,102,400.0,IC,1,27.029999999999998,2020,2,2,12,2,0.0
6TH                          ST,34.0429,-118.2462,1,156,1,1218 2060 1822 0430,55,F,B,101,106.0,AA,1,62.275,2020,5,2,20,2,0.0
4100    LOS FELIZ                    BL,34.1131,-118.2809,11,1132,1,1300 0344 1602 0358 0352 1221 1419,55,M,H,101,0.0,IC,0,45.845,2020,4,2,14,1,3.2188758248682006
MARENGO,34.0651,-118.2116,4,423,2,0329 0910 1300,0,M,W,101,0.0,AA,0,32.1975,2020,11,0,16,0,0.0
19300    BUSINESS CENTER              DR,34.231,-118.5535,17,1782,2,0416 1822 1300,45,F,O,108,400.0,IC,1,32.595,2020,8,3,6,3,0.0
6600    SUNNYSLOPE                   AV,34.1903,-118.4268,9,919,1,0344 0385,63,F,O,101,0.0,IC,0,53.0,2020,1,3,15,2,3.2188758248682006
700 E  118TH                        PL,33.9256,-118.2622,18,1864,2,2000 0913 1813 0444 0400 0416 0429,23,F,H,502,400.0,IC,1,59.095,2020,10,2,6,1,3.2188758248682006
19400    WYANDOTTE                    ST,34.2029,-118.5557,10,1011,1,,0,,,101,0.0,IC,0,55.65,2020,5,2,5,1,3.2188758248682006
4400 N  SEPULVEDA                    BL,34.15,-118.4674,9,981,1,0344 1822 1210,35,M,W,108,0.0,IC,0,31.8,2020,12,6,10,3,4.290459441148391
PALMS                        BL,34.0159,-118.4302,14,1435,2,0329 0417 1300,71,F,W,108,0.0,AO,0,32.595,2020,2,0,24,0,0.0
7100    CANOGA                       AV,34.1992,-118.5977,21,2146,1,0334 1822 1420 0910,57,F,B,128,200.0,IC,2,45.315,2020,9,2,9,2,0.0
1200    255TH                        ST,33.7928,-118.2989,5,513,1,0342 1300 0416 1309 1822,38,M,H,101,114.0,IC,1,47.7,2020,9,0,14,0,0.0
3800    GIBRALTAR                    AV,34.0149,-118.3547,3,361,2,0329 0361 1300,0,F,H,122,0.0,AA,0,2.65,2020,4,4,3,4,0.0
300 W  ANAHEIM                      ST,33.7799,-118.265,5,526,1,0344 0104 2028 0325 1236 1309,0,X,X,203,0.0,IC,0,35.51,2020,6,1,9,1,0.0
3100    IVY                          ST,34.0306,-118.387,8,899,2,1300 0416 0417 0329,32,F,W,502,400.0,AO,1,3.4450000000000003,2020,4,4,17,4,0.0
LA JOLLA,34.0637,-118.3681,7,732,2,0529 1822,22,F,W,101,0.0,IC,2,42.4,2020,7,2,8,2,0.0
16000    VANOWEN                      ST,34.1939,-118.483,10,1039,2,0400 0416 1822 1402 1266 2022,36,M,H,202,400.0,IC,1,56.709999999999994,2020,6,6,7,6,0.0
LASSEN                       ST,34.25,-118.5361,17,1755,1,,0,,,101,0.0,IC,0,47.7,2020,3,3,23,0,4.290459441148391
7000    GLASGOW                      AV,33.9744,-118.3725,14,1469,1,0344 0394,34,M,O,502,0.0,IC,0,41.313500000000005,2020,12,2,9,2,0.0
2100    2ND                          AV,34.038,-118.3189,7,789,2,1822 1300 0321,52,F,B,108,0.0,IC,5,45.845,2020,5,6,16,5,3.2188758248682006
1200    ALVIRA                       ST,34.0547,-118.3723,7,752,2,1501 2004,48,M,B,501,0.0,IC,2,5.432499999999999,2020,6,3,11,3,0.0
5600    ASH                          ST,34.1119,-118.1963,11,1118,1,1414 1822 0334 1300 0342 0216 0209 0326 0400 0352,25,M,B,102,102.0,IC,0,27.6925,2020,10,0,12,0,0.0
2400    LINDSAY                      LN,34.1027,-118.2618,11,1144,1,0344 1822,50,F,O,119,0.0,IC,0,32.1975,2020,12,0,27,6,3.2188758248682006
4000    LANKERSHIM                   BL,34.1413,-118.361,15,1586,2,2000 0429 0416,29,F,B,502,400.0,AA,1,34.98,2020,10,5,24,5,0.0
10000    VENICE                       BL,34.0226,-118.3999,14,1407,1,1501,0,X,X,710,0.0,IC,0,5.3,2020,9,1,2,2,4.976733742420574
17500    TUBA                         ST,34.2567,-118.5155,17,1756,2,1822 0930,37,M,H,501,0.0,IC,3,31.8,2020,5,0,30,3,4.574710978503383
17000    HORACE                       ST,34.27,-118.5033,17,1735,1,0216 0344,25,M,W,121,0.0,IC,0,16.695,2020,11,2,4,2,0.0
7TH                          ST,34.0594,-118.2832,2,251,2,1300 0329 1822 1307 1278,0,X,X,122,0.0,IC,0,51.145,2020,1,5,11,5,0.0
900 E  79TH                         ST,33.9711,-118.2629,12,1259,2,2000 0400 0444 0913 1813,33,F,H,501,400.0,AO,1,58.3,2020,7,4,9,3,3.2188758248682006
3600 S  VICTORIA                     AV,34.022,-118.3364,3,353,2,0329 1822,53,M,B,121,0.0,IC,0,35.245000000000005,2020,12,3,10,3,0.0
FENTON                       AV,34.3181,-118.4313,19,1906,1,,0,,,101,0.0,IC,0,21.2,2020,9,1,1,1,0.0
7800    VAN NUYS                     BL,34.2153,-118.4519,19,1995,1,,0,,,101,0.0,IC,0,43.195,2020,3,0,29,5,3.8918202981106265
100 W  60TH                         ST,33.9852,-118.2739,13,1383,2,416,50,F,H,501,400.0,JA,1,21.995,2020,1,0,13,0,0.0
4000    NICOLET                      AV,34.0171,-118.3531,3,361,1,0342 1202 1822 0329,64,F,B,502,109.0,IC,2,56.8425,2020,4,1,28,1,0.0
100 N  PLYMOUTH                     BL,34.0726,-118.3279,7,729,2,1822 1300 0329,52,M,W,122,0.0,IC,0,21.2,2020,10,5,22,3,3.8918202981106265
300 S  BURNSIDE                     AV,34.0704,-118.3552,7,734,2,0446 0417 0361,46,M,A,502,400.0,AO,1,51.542500000000004,2020,11,4,27,4,0.0
3500    ATLANTIC                     ST,34.0234,-118.1999,4,479,2,0913 1906,35,F,H,504,0.0,AO,2,2.65,2020,5,3,13,2,3.2188758248682006
EL CENTRO,34.0987,-118.3337,6,646,1,0325 1822 1501,35,M,W,101,0.0,IC,0,21.2,2020,5,0,23,5,3.8918202981106265
3500    EAGLE ROCK                   BL,34.1155,-118.2358,11,1135,1,2004,0,M,H,203,506.0,IC,0,58.3,2020,4,6,21,1,4.795790545596741
1400 W  37TH                         PL,34.02,-118.3029,3,356,1,0334 0445 0913 0329 1300 1309,30,M,B,501,311.0,AO,1,55.65,2020,7,3,8,2,3.2188758248682006
22900    AVENUE SAN LUIS,34.1634,-118.6251,21,2183,2,2004,69,F,W,501,0.0,IC,2,45.05,2020,8,2,26,2,0.0
15700    SATICOY                      ST,34.2085,-118.4755,10,1018,2,1822 2004 1402 1414,33,F,H,502,0.0,IC,2,43.195,2020,9,4,3,3,3.2188758248682006
1100 S  WESTERN                      AV,34.0506,-118.3127,20,2062,1,,0,,,108,0.0,IC,0,2.65,2020,12,3,3,3,0.0
8100    LANGDON                      AV,34.218,-118.4688,19,1991,2,1822,39,F,H,502,0.0,IC,3,6.095,2020,2,0,3,0,0.0
1900    BEL AIR                      RD,34.0956,-118.451,8,806,2,2003,0,X,X,501,0.0,AO,2,45.6595,2020,3,1,23,0,3.2188758248682006
17800    HALSTED                      ST,34.245,-118.5216,17,1787,1,,0,,,101,0.0,IC,0,49.025,2020,8,0,10,0,0.0
500    SAN JULIAN                   ST,34.0446,-118.245,1,156,2,0414 1822,42,F,B,502,400.0,IC,1,27.029999999999998,2020,3,6,8,6,0.0
HUNTINGTON                   DR,34.0893,-118.1707,4,409,1,,0,,,101,0.0,IC,0,58.3,2020,1,3,21,1,3.8918202981106265
100 E  87TH                         ST,33.9591,-118.2739,18,1802,1,1822 1612 0344 1302 1202,74,F,B,122,500.0,IC,0,60.95,2020,10,2,20,1,3.2188758248682006
5000 S  CENTINELA                    AV,33.9862,-118.4149,14,1465,1,344,52,M,W,502,0.0,IC,0,35.9075,2020,7,0,1,2,6.124683390894205
41ST                         PL,34.0082,-118.274,13,1354,1,,0,,,101,0.0,AA,0,59.254,2020,9,0,13,6,3.2188758248682006
8000    REDLANDS                     ST,33.9575,-118.4353,14,1483,1,,0,,,108,0.0,IC,0,45.05,2020,12,4,13,6,4.795790545596741
100 E  AVENUE 37,34.089,-118.2114,11,1179,1,,0,,,101,0.0,IC,0,21.2,2020,6,5,12,4,3.2188758248682006
2900    LEEWARD                      AV,34.0587,-118.2891,20,2039,1,0444 0429 0446 0416 1814 2000,20,F,B,502,400.0,AO,0,3.4450000000000003,2020,2,0,24,0,0.0
600    IMPERIAL                     ST,34.0363,-118.2314,1,159,1,,0,,,108,0.0,IC,0,58.3,2020,7,4,12,6,4.795790545596741
12800    MOORPARK                     ST,34.1533,-118.4058,15,1562,2,0377 0928 1822,34,F,W,502,0.0,IC,3,31.8,2020,3,0,10,1,4.976733742420574
100 S  GLESS                        ST,34.0474,-118.2229,4,461,1,,0,,,101,0.0,IC,0,45.845,2020,3,6,29,5,3.2188758248682006
1400    CRUSADO                      LN,34.0577,-118.1955,4,448,1,0913 0555 0447 0416 0850,29,F,H,502,500.0,AO,1,5.3,2020,6,5,27,5,0.0
5900    DEANE                        AV,33.9863,-118.3378,12,1232,1,1300 0334 0302 0432 1822 0216,29,M,H,101,102.0,IC,1,19.61,2020,8,0,10,0,0.0
4000 S  CENTRAL                      AV,34.0101,-118.2565,13,1345,1,,0,,,101,0.0,IC,0,13.25,2020,6,4,5,4,0.0
GRAND,34.0511,-118.2597,1,151,2,2004 0356 1212,0,M,H,102,500.0,IC,1,27.295,2020,9,2,2,2,0.0
WILSHIRE,34.063,-118.3619,7,742,2,0910 2049 1501,42,M,H,801,511.0,IC,5,40.28,2020,10,3,15,3,0.0
14700    FRIAR                        ST,34.1857,-118.4574,9,932,2,1501 1822,46,M,B,502,0.0,IC,3,31.8,2021,11,0,19,3,9.086249986745132
6100 W  CENTURY                      BL,33.9456,-118.3904,14,1496,1,0344 0394,23,F,B,503,0.0,IC,0,31.8,2020,9,1,22,1,0.0
17400    HORACE                       ST,34.2697,-118.5132,17,1735,2,0421 1501,58,M,B,510,0.0,IC,2,55.65,2020,1,0,12,6,3.2188758248682006
